72	100	175
204	177	246
182	226	245
130	64	234
75	49	234
76	215	249
111	145	122
88	70	1
218	35	156
154	42	159
179	67	229
92	97	190
116	208	126
9	2	21
69	255	41
27	34	98
41	201	234
99	212	32
160	89	66
12	208	219
73	97	236
131	79	90
209	202	95
77	147	83
136	30	75
33	115	229
232	171	51
99	46	219
212	209	208
56	188	125
32	42	33
174	202	230
197	164	25
242	9	26
221	240	210
199	254	247
240	80	16
186	117	237
197	68	63
63	137	94
102	192	226
147	120	33
103	84	69
14	47	164
188	118	237
100	251	74
204	102	34
64	128	225
82	68	54
221	16	55
183	212	152
58	187	13
10	63	178
164	146	98
116	97	163
74	89	253
203	69	189
213	104	230
147	26	90
218	222	11
4	31	58
37	93	62
210	13	137
198	247	15
17	106	39
173	163	123
27	7	117
56	236	186
41	182	127
36	219	173
236	141	220
17	110	73
189	244	125
115	235	119
17	155	238
198	37	225
247	3	229
98	253	147
138	112	77
116	50	76
245	42	54
7	173	31
4	214	7
82	110	127
124	164	176
120	158	209
115	200	176
235	175	100
32	144	58
57	220	145
120	96	177
208	61	92
161	150	71
26	15	109
208	83	230
136	244	134
169	101	61
53	122	24
74	107	231
239	121	75
65	171	98
186	247	193
15	14	168
127	181	187
116	230	116
96	141	171
92	221	9
12	251	71
242	9	251
190	183	227
248	146	175
251	224	93
149	237	56
95	196	210
198	210	25
145	37	226
87	130	64
125	136	42
132	116	30
252	68	255
71	55	114
179	163	23
199	64	183
95	21	87
221	198	107
185	110	194
200	225	181
24	250	209
16	32	75
62	208	104
2	0	50
153	221	238
181	205	233
242	70	11
107	148	220
101	68	175
7	152	170
81	166	152
91	102	230
194	75	183
20	87	183
176	252	28
98	23	117
19	246	59
65	206	163
85	155	53
53	137	144
147	220	15
66	224	5
224	71	37
214	64	253
254	74	128
219	51	210
92	189	213
140	222	83
0	181	157
137	255	145
186	135	138
176	213	95
106	242	0
111	231	96
218	89	207
88	253	41
138	252	5
224	89	108
82	150	223
136	223	131
218	107	53
181	226	232
71	38	79
127	187	145
38	101	222
185	187	48
156	167	146
157	185	190
149	234	54
16	133	5
64	151	105
255	108	241
82	153	142
42	38	129
230	173	247
151	46	90
179	96	56
247	162	238
60	125	194
249	246	53
218	185	219
91	183	227
163	45	92
23	27	3
207	110	109
39	73	99
190	242	89
63	153	0
21	1	50
198	93	30
41	149	214
29	54	60
177	12	242
122	96	41
34	235	15
237	66	100
54	190	59
202	45	104
37	196	205
142	145	232
30	171	33
111	238	49
132	45	211
121	218	237
8	85	138
231	115	206
30	239	75
190	233	128
23	84	63
16	222	235
185	216	206
204	38	28
21	103	122
46	89	87
228	154	172
129	36	130
132	45	229
3	110	28
71	235	126
251	168	252
68	213	140
17	178	151
16	118	5
223	124	50
36	15	98
161	181	243
182	110	80
22	77	195
196	201	27
47	159	189
123	179	108
84	176	119
185	198	251
192	217	228
52	76	33
154	229	114
174	142	52
65	161	133
64	67	67
147	242	112
185	107	189
184	223	58
196	173	176
