135	36	239
60	229	158
103	50	92
93	128	206
238	167	163
223	238	87
106	64	246
141	65	168
202	56	40
102	151	219
163	56	55
184	5	24
145	31	72
95	63	43
16	32	135
184	99	68
156	108	57
165	113	64
121	75	4
119	89	2
138	48	39
192	108	134
207	203	251
55	53	171
166	236	59
255	159	228
70	61	38
137	42	152
90	191	132
95	104	105
132	167	237
76	168	179
155	126	24
240	192	119
174	193	52
148	20	161
78	166	228
10	184	222
207	225	242
174	113	195
143	179	131
230	50	167
61	95	167
71	152	140
191	115	121
24	92	242
231	218	117
41	76	188
192	54	85
16	202	159
97	17	85
178	202	164
83	19	92
222	1	245
77	178	241
232	71	181
17	85	196
103	25	75
71	44	109
113	175	88
176	78	88
0	73	12
144	194	226
23	166	21
192	97	92
141	202	219
40	46	224
222	56	234
135	66	141
140	154	112
92	82	192
118	46	224
249	213	242
55	79	193
26	156	82
107	199	56
203	50	221
10	198	122
61	117	48
74	35	240
96	234	180
115	177	71
78	154	208
205	173	195
193	165	23
144	204	222
65	15	3
51	243	14
165	85	51
239	3	13
177	209	245
204	33	166
199	189	176
117	251	43
158	41	87
138	143	37
188	172	182
176	196	104
149	94	135
128	46	241
236	162	159
50	196	66
237	153	163
0	27	204
200	131	104
72	209	218
47	98	64
144	50	247
28	102	120
234	196	178
243	20	9
164	59	155
95	162	243
140	73	239
23	107	39
16	49	20
232	100	59
41	237	155
2	164	192
224	92	200
142	220	7
37	247	239
98	22	36
52	111	121
243	178	249
95	141	212
83	224	197
2	70	113
231	35	125
48	254	117
192	172	170
100	172	253
89	247	197
252	203	21
126	154	133
240	210	190
126	104	70
103	188	165
179	106	154
23	151	249
99	15	90
110	157	207
46	156	222
5	21	155
171	199	156
95	150	214
209	65	45
165	49	239
196	6	160
247	153	143
162	127	17
219	188	78
132	235	74
129	33	165
28	225	254
155	43	10
254	77	233
231	121	190
53	12	73
247	148	157
181	67	158
216	40	31
83	42	177
70	0	197
78	175	58
40	248	248
214	182	116
249	19	148
60	179	69
221	247	142
248	83	105
161	182	162
140	88	18
82	37	172
97	96	106
62	98	127
90	211	205
214	113	29
14	145	140
218	133	154
231	250	106
57	204	89
6	233	119
153	191	193
148	73	70
36	204	28
180	22	142
80	91	230
130	19	86
23	49	48
250	188	226
225	174	152
98	175	147
255	238	214
113	234	66
1	115	235
142	146	208
249	66	222
255	192	112
110	8	229
183	121	193
104	152	162
130	228	149
88	129	163
20	115	42
182	8	1
200	113	149
121	123	9
244	203	231
170	28	79
99	137	54
76	13	173
110	203	106
90	253	234
242	181	115
254	250	183
49	151	220
64	189	160
24	158	11
144	193	23
218	20	100
127	180	69
82	190	144
185	72	189
223	153	9
87	169	65
71	76	19
13	43	183
63	27	195
207	9	112
200	1	114
96	64	118
137	165	78
111	195	252
92	196	137
147	127	13
238	236	120
146	199	43
139	39	146
173	178	183
43	200	59
58	108	47
237	227	158
210	209	42
215	99	17
52	140	19
187	219	3
215	213	118
209	23	89
54	206	177
41	125	134
1	151	128
50	109	37
87	35	208
179	37	53
135	165	20
134	199	249
112	166	43
52	7	215
46	211	25
6	199	247
219	50	2
17	198	176
54	124	242
46	166	174
139	102	174
75	12	160
195	148	211
160	97	178
246	133	92
116	87	239
209	14	169
69	185	248
245	56	24
27	112	219
250	99	224
119	12	113
1	34	66
199	162	116
52	252	100
246	200	80
216	185	189
161	229	62
41	91	154
33	131	118
14	139	221
254	14	26
243	88	72
83	247	39
242	153	178
248	70	58
80	220	33
230	20	8
80	111	35
34	35	132
194	84	251
149	251	225
60	129	62
124	204	94
153	39	109
34	91	54
148	17	87
51	179	19
59	92	7
164	94	102
109	185	127
56	114	165
147	67	81
64	120	240
203	5	9
58	75	170
174	2	87
130	172	78
85	116	9
220	58	190
232	66	51
51	250	76
55	111	187
248	138	81
224	187	199
211	238	129
137	194	230
14	14	49
30	106	156
196	164	36
163	169	206
104	107	249
196	183	253
38	0	140
92	16	200
88	152	99
118	88	78
33	205	104
248	21	220
50	38	237
18	199	62
222	228	179
236	27	170
97	96	4
184	55	71
156	95	225
193	182	42
75	216	37
183	23	128
94	68	58
137	42	202
27	222	89
55	169	246
2	235	208
226	191	120
255	63	172
250	14	130
238	200	73
29	243	165
181	111	76
